id,paper_id,question_no,question_part,question,diagram,diagram_url,diagram_desc,topic,marks_total,created_at,updated_at
2033,p_425603950984d2039,20,NULL,"In a group of $98$ students
$25$ study both Art and French
$10$ study Art but do not study French
$41$ study French.
Joel draws this Venn diagram to represent the information.
§ = the group of $98$ students
$A$ = the students who study Art
$F$ = the ",1,NULL,"A venn diagram showing the number of students studying french and art. The student population is not representative.",245,2,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2034,p_425603950984d2039,21,NULL,"Circle the letter of the possible sketch graph of $y = x^3 - 4$ {formula:29} {list:9}",0,NULL,NULL,246,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2035,p_425603950984d2039,22,NULL,"In a week, Samir is paid
a basic hourly rate for the first $30$ hours worked
an overtime hourly rate for any extra hours worked.
The graph shows his pay for working up to $40$ hours in a week. {diagram:8}",1,NULL,"A graph showing hours worked vs pay. Hours worked are labelled from 0 to 40 and pay is labeled from 0 to 700.",217,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2036,p_425603950984d2039,23,NULL,"Work out the ratio $\text{basic hourly rate : overtime hourly rate}$ {formula:30}
Give your answer in its simplest form.",0,NULL,NULL,196,3,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2037,p_425603950984d2039,23,a,"In each box, write a fraction less than $1$ to make a correct calculation. {formula:31}",0,NULL,NULL,247,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2038,p_425603950984d2039,23,b,"In each box, write a decimal less than $1$ to make a correct calculation.",0,NULL,NULL,194,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2039,p_425603950984d2039,24,NULL,"Use a ruler and compasses in this question.
$ABCD$ represents a garden. {diagram:9}
A tree is to be planted in the garden.
The tree will be in the region that is closer to $AB$ than to $BC$.
Label the region, $R$, where the tree could be planted.
Sho",1,NULL,"Garden dimensions: A, B, C, and D.",248,3,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2040,p_425603950984d2039,25,NULL,"Here are two shapes, $P$ and $Q$.
$P$ {diagram:10}
$\frac{3}{4}$ {formula:32} of a circle, radius $20$ cm {formula:33}
$Q$ {diagram:11}
$\frac{1}{3}$ {formula:34} of a circle, radius $15$ cm {formula:35}
How many times bigger is the area of $P$ than ",1,NULL,"Shape P is 3/4 of a circle with 20cm radius. Shape Q is 1/3 of a circle with 15cm radius. They are not drawn accurately.",216,4,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2041,p_425603950984d2039,26,NULL,"Solve $\frac{2w}{15} = \frac{4}{5}$ {formula:36}",0,NULL,NULL,190,2,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2042,p_425603950984d2039,27,NULL,"A solid has volume $300$ cm³ {formula:37} and density $2$ g/cm³ {formula:38}
Circle the mass of the solid. {list:10}",0,NULL,NULL,219,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2043,p_425603950984d2039,28,NULL,"$x : y$ is $9 : 5$ {formula:39}
Circle the value of $\frac{2x}{y}$ {formula:40} {list:11}",0,NULL,NULL,196,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2044,p_40ef71b0235bc2938,1,NULL,"Circle the decimal which has the same value as $\frac{3}{5}$",0,NULL,NULL,249,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2045,p_40ef71b0235bc2938,2,NULL,"How many millimetres are there in $7.5$ centimetres? Circle your answer.",0,NULL,NULL,219,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2046,p_40ef71b0235bc2938,3,NULL,"Which of these shapes has two lines of symmetry? Circle your answer.",0,NULL,NULL,203,1,"2025-04-01 19:20:05","2025-04-01 19:20:05"
2047,p_40ef71b0235bc2938,4,NULL,"Circle the number that is $7$ less than $-12$",0,NULL,NULL,191,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2048,p_40ef71b0235bc2938,5,a,"Solve $x-3= 14$",0,NULL,NULL,190,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2049,p_40ef71b0235bc2938,5,b,"Solve $5y = 45$",0,NULL,NULL,190,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2050,p_40ef71b0235bc2938,5,c,"Solve $8+ w = 6$",0,NULL,NULL,190,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2051,p_40ef71b0235bc2938,6,a,"Work out $9174 \div 11$",0,NULL,NULL,201,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2052,p_40ef71b0235bc2938,6,b,"Work out $\frac{5}{6} + \frac{3}{7}$ Give your answer as a mixed number.",0,NULL,NULL,247,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2053,p_40ef71b0235bc2938,7,a,"Which score was the mode?",0,NULL,NULL,197,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2054,p_40ef71b0235bc2938,7,b,"There were $4$ judges.
Each judge gave one score in each round. How many rounds were there?",0,NULL,NULL,240,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2055,p_40ef71b0235bc2938,8,NULL,"A library book was due to be returned on 27 September.
It was actually returned on 14 October.
There is a fine of 8p for every day the book is late. Work out the total fine.",0,NULL,NULL,193,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2056,p_40ef71b0235bc2938,9,gen,"In a game, three stars are hidden at random.
Each star is behind a different square on this board.",1,NULL,"Diagram of grid with numbered rows and lettered columns.",238,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2057,p_40ef71b0235bc2938,9,a,"A square is chosen at random.
What is the probability that there is a star behind it?",0,NULL,NULL,198,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2058,p_40ef71b0235bc2938,9,b,"In one game, the stars are behind three consecutive squares.
The squares are in one row or one column.
One of the squares is E2
Write down all the possible pairs for the other two squares.",0,NULL,NULL,198,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2059,p_40ef71b0235bc2938,10,NULL,"Complete the table to show equivalent fractions and percentages.",0,NULL,NULL,250,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2060,p_40ef71b0235bc2938,11,a,"Cards in a pack are red or blue in the ratio
red: blue = 2:3
What fraction of the cards are red?
Circle your answer.",0,NULL,NULL,209,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2061,p_40ef71b0235bc2938,11,b,"A different pack has $72$ cards.
$\frac{5}{8}$ are yellow. Work out the number of yellow cards.",0,NULL,NULL,209,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2062,p_40ef71b0235bc2938,12,a,"How many edges are there on a square-based pyramid? Circle your answer.",0,NULL,NULL,248,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2063,p_40ef71b0235bc2938,12,b,"How many faces of a triangular prism are triangles? Circle your answer.",0,NULL,NULL,248,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2064,p_40ef71b0235bc2938,13,NULL,"A bus can be early, on time or late.
The probability that the bus is early is $0.1$
The probability that the bus is on time is $0.6$
Work out the probability that the bus is late.",0,NULL,NULL,198,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2065,p_40ef71b0235bc2938,14,NULL,"On the grid, draw the graph of $x + y = 2$ for values of $x$ from $-3$ to $3$",0,NULL,NULL,217,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2066,p_40ef71b0235bc2938,15,NULL,"5% of a number is 31
1% of the same number is 6.2
Work out 13% of the number.",0,NULL,NULL,204,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2067,p_40ef71b0235bc2938,16,NULL,"Complete the grid so that when you
multiply the three numbers in any column, row or diagonal the answer is 1",0,NULL,NULL,199,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2068,p_40ef71b0235bc2938,17,NULL,"A sequence has three terms.
The term-to-term rule for the sequence is
multiply by 8 and then add 11",0,NULL,NULL,242,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2069,p_40ef71b0235bc2938,17,a,"The first term of the sequence is $-1$
Work out the third term.",0,NULL,NULL,242,2,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2070,p_40ef71b0235bc2938,17,b,"The order of the three terms is reversed to make a new sequence.
Work out the term-to-term rule for this sequence.",0,NULL,NULL,242,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2071,p_40ef71b0235bc2938,18,NULL,"ABCD is a quadrilateral.
Sides are extended as shown.",1,NULL,"Diagram of a quadrilateral with sides extended to make exterior angles.  Angle A is labeled 70 degrees, angle C is labeled 120 degrees, angle B is labeled x.",241,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2072,p_40ef71b0235bc2938,19,NULL,"Use $2$ gallons = $9$ litres to convert $17$ gallons into litres.",0,NULL,NULL,219,3,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2073,p_40ef71b0235bc2938,20,NULL,"n is an odd number.
p is a prime number.
In each part write down possible values of $n$ and $p$ so that",0,NULL,NULL,251,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2074,p_40ef71b0235bc2938,20,a,"$n + p$ is a square number.",0,NULL,NULL,252,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2075,p_40ef71b0235bc2938,20,b,"$np$ is a square number.",0,NULL,NULL,252,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2076,p_40ef71b0235bc2938,21,a,"Joe wants to bisect angle $BCD$.

Here is his method.
Use a pair of compasses to draw arcs of the same radius from $B$ and $D$.
Draw a straight line from $C$ through the intersection of the arcs.",1,NULL,"Diagram of an angle with incorrect arcs drawn for bisection.",189,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2077,p_40ef71b0235bc2938,21,b,"Kay wants to show all the points 3 km from point $P$.",1,NULL,"Diagram with a point P marked and square drawn around it.",207,1,"2025-04-01 19:20:06","2025-04-01 19:20:06"
2078,p_40ef71b0235bc2938,21,c,"Here is a rectangle.
Using a pair of compasses and a straight edge, construct one line of symmetry.
Show clearly your construction arcs.",1,NULL,"Diagram of a rectangle",203,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2079,p_40ef71b0235bc2938,22,NULL,"$x:y = 7:4$
$x + y = 88$
Work out the value of $x - y$",0,NULL,NULL,196,3,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2080,p_40ef71b0235bc2938,23,NULL,"Anil's home is 1 km from a shop.
He walked from home to the shop at a constant speed in 10 minutes.
He stayed at the shop for 5 minutes.
He walked home at a constant speed in 8 minutes.
Anil drew this distance-time graph to represent his journey.",1,NULL,"Diagram of a time-distance graph.",217,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2081,p_40ef71b0235bc2938,24,NULL,"Three whole numbers are each rounded to the nearest 10
The sum of the rounded numbers is 70
Work out the maximum possible sum for the original three numbers.",0,NULL,NULL,222,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2082,p_40ef71b0235bc2938,25,NULL,"Circle the expression for the range of $n$ consecutive integers.",0,NULL,NULL,253,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2083,p_40ef71b0235bc2938,26,NULL,"Three identical isosceles triangles are joined to make this trapezium.
Each triangle has base $b$ cm and perpendicular height $h$ cm",1,NULL,"Diagram of trapezium formed from 3 triangles, labeled with base b cm, and height h cm.",254,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2084,p_40ef71b0235bc2938,26,a,"Work out an expression, in terms of $b$ and $h$, for the area of the trapezium.
Give your answer in its simplest form.",0,NULL,NULL,254,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2085,p_40ef71b0235bc2938,26,b,"This diagram shows the same trapezium.
$b:s = 2:3$
Work out an expression, in terms of $b$, for the perimeter of the trapezium.",0,NULL,NULL,224,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2086,p_40ef71b0235bc2938,27,NULL,"Here is a quarter circle of radius $6$ cm",1,NULL,"Diagram of a quarter circle with radius 6 cm.",216,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2087,p_40ef71b0235bc2938,28,a,"Write in standard form $12 500$",0,NULL,NULL,211,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2088,p_40ef71b0235bc2938,28,b,"Write as an ordinary number $3.4 \times 10^{-2}$",0,NULL,NULL,211,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2089,p_40ef71b0235bc2938,29,NULL,"Work out the value of $(\sqrt{3})^{2} \times (\sqrt{2})^{2}$",0,NULL,NULL,252,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2090,p_40ef71b0235bc2938,30,NULL,"The four candidates in an election were A, B, C and D.
The pie chart shows the proportion of votes for each candidate.",1,NULL,"Pie chart of election results, with sections labeled A, B, C, D and angles labeled 2x, x, 2x+10.",255,4,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2091,p_40ef71b0235bc2938,31,a,"Factorise $x^{2} - 100$",0,NULL,NULL,256,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2092,p_40ef71b0235bc2938,31,b,"Solve $7x + 6 > 1 + 2x$",0,NULL,NULL,257,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2093,p_c9960cd31bc895190,1,NULL,"Work out $\frac{1}{2} \times 5$

Circle your answer.",0,NULL,NULL,192,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2094,p_c9960cd31bc895190,2,NULL,"Circle the number that is $5$ less than $-2$",0,NULL,NULL,191,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2095,p_c9960cd31bc895190,3,NULL,"Simplify $3 \times a \times 3 \times a$

Circle your answer.",0,NULL,NULL,228,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2096,p_c9960cd31bc895190,4,NULL,"Which shape is similar to shape X? {diagram:1}

Circle the correct letter.",0,NULL,NULL,258,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2097,p_c9960cd31bc895190,5,NULL,"Work out $20\%$ of $14 000$",0,NULL,NULL,204,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2098,p_c9960cd31bc895190,6,a,"Write $0.85$ as a fraction in its simplest form.",0,NULL,NULL,249,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2099,p_c9960cd31bc895190,6,b,"Write $\frac{5}{8}$ as a decimal.",0,NULL,NULL,249,1,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2100,p_c9960cd31bc895190,7,NULL,"A rectangular carpet measures $8$ m by $6$ m

Part of the carpet is covered by a square rug of length $2$ m {diagram:2}

Show that $\frac{1}{12}$ of the carpet is covered by the rug.",0,NULL,NULL,259,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2101,p_c9960cd31bc895190,8,NULL,"Sam, Carl and Erik share $40$ sweets.

Erik gets the largest share.

What is the smallest possible number of sweets that Erik could get?",0,NULL,NULL,196,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2102,p_c9960cd31bc895190,9,NULL,"The time in Rio is three hours behind London.

The time in New York is five hours behind London.

What is the time in New York when it is $1.00$ am in Rio?",0,NULL,NULL,260,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2103,p_c9960cd31bc895190,10,a,"Here is a list of numbers.

$5$ $6$ $1$ $3$ $5$ $5$ $8$ $4$ $2$ $2$

Work out the median.",0,NULL,NULL,261,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2104,p_c9960cd31bc895190,10,b,"Work out the mean.",0,NULL,NULL,210,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2105,p_c9960cd31bc895190,11,NULL,"$300$ passengers go on a coach trip.

Each coach takes $50$ passengers.

Each passenger pays $£25$

The table shows the costs for the coach company. {table:1}

Each coach travels $200$ miles.

Work out the total profit the company makes from this tri",0,NULL,NULL,260,6,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2106,p_c9960cd31bc895190,12,a,"Work out $16.4 - 3.92 + 7.8$",0,NULL,NULL,193,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2107,p_c9960cd31bc895190,12,b,"Work out $2843.61 \div 7$",0,NULL,NULL,262,2,"2025-04-01 19:20:07","2025-04-01 19:20:07"
2108,p_c9960cd31bc895190,13,NULL,"In a game, two fair spinners are spun.

Spinner A {diagram:3}

Spinner B {diagram:4}

If the numbers the arrows land on are different, the score is the higher number.
If the numbers the arrows land on are the same, the score is $0$",0,NULL,NULL,263,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2109,p_c9960cd31bc895190,13,a,"Complete the table to show the possible scores. {table:2}",0,NULL,NULL,238,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2110,p_c9960cd31bc895190,13,b,"Write down the probability that the score is an odd number.",0,NULL,NULL,198,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2111,p_c9960cd31bc895190,13,c,"The same game is played using spinners C and D.

The numbers on C are shown.

Spinner C {diagram:5}

Spinner D {diagram:6}

The table shows some of the possible scores. {table:3}

Write the missing numbers on spinner D.",0,NULL,NULL,198,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2112,p_c9960cd31bc895190,14,NULL,"$2$ people working at the same rate will take $6$ hours to paint a room.",0,NULL,NULL,264,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2113,p_c9960cd31bc895190,14,a,"Assuming that they all work at this rate,
how long will it take $3$ people to paint the room?",0,NULL,NULL,264,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2114,p_c9960cd31bc895190,14,b,"In fact, the third person works at a faster rate.

How does this affect the time to paint the room?",0,NULL,NULL,264,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2115,p_c9960cd31bc895190,15,NULL,"$3a + b = 7$ and $6x + 8y = 40$

Show that $9a + 3b$ has a greater value than $3x + 4y$",0,NULL,NULL,215,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2116,p_c9960cd31bc895190,16,NULL,"Circle the point that lies on the line $x-3=0$",0,NULL,NULL,217,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2117,p_c9960cd31bc895190,17,NULL,"$a$ is a negative odd number.

Circle the words that describe $a^2$",0,NULL,NULL,236,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2118,p_c9960cd31bc895190,18,NULL,"Circle the ratio which is the same as the scale

$1$ cm represents $1$ km",0,NULL,NULL,209,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2119,p_c9960cd31bc895190,19,NULL,"Circle the percentage that is closest in value to $\frac{1}{3}$",0,NULL,NULL,250,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2120,p_c9960cd31bc895190,20,NULL,"Work out $\\sqrt{121} - (13 - 5 \\times 2)^{2}$",0,NULL,NULL,227,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2121,p_c9960cd31bc895190,21,a,"Reflect the triangle in the line $x = 2$ {diagram:7}",0,NULL,NULL,265,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2122,p_c9960cd31bc895190,21,b,"Rotate the kite $90^{\\circ}$ anticlockwise about $(0, 0)$ {diagram:8}",0,NULL,NULL,266,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2123,p_c9960cd31bc895190,22,NULL,"Anna plays a computer game.

Each game is a win or a loss.

She wins three quarters of her first $24$ games.

She then wins her next $12$ games.

For all $36$ games, work out the ratio wins : losses

Give your answer in its simplest form.",0,NULL,NULL,196,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2124,p_c9960cd31bc895190,23,NULL,"A solid shape is made from centimetre cubes.

Here are the plan, side elevation and front elevation of the shape. {diagram:9}

Centimetre cubes are added to make this cuboid. {diagram:10}

How many cubes are added?",0,NULL,NULL,205,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2125,p_c9960cd31bc895190,24,NULL,"Divide $405$ in the ratio $4:11$",0,NULL,NULL,196,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2126,p_c9960cd31bc895190,25,NULL,"The height of Zak is $1.86$ metres.

The height of Fred is $1.6$ metres.

Write the height of Zak as a fraction of the height of Fred.

Give your answer in its simplest form.",0,NULL,NULL,249,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2127,p_c9960cd31bc895190,26,NULL,"$A (0, 2)$ and $B (6, 5)$ are points on the straight line $ABCD$. {diagram:11}

$AB = BC = CD$

Work out the coordinates of $D$.",0,NULL,NULL,217,3,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2128,p_c9960cd31bc895190,27,NULL,"A coin is thrown $50$ times.

It lands on heads $31$ times.",0,NULL,NULL,221,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2129,p_c9960cd31bc895190,27,a,"Write down the relative frequency it lands on heads.",0,NULL,NULL,198,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2130,p_c9960cd31bc895190,27,b,"Raj says,

'The coin is biased towards heads.'

Use the data to give a reason why he might be correct.",0,NULL,NULL,221,1,"2025-04-01 19:20:08","2025-04-01 19:20:08"
2131,p_c9960cd31bc895190,28,NULL,"Solve $5(x + 3) < 60$",0,NULL,NULL,257,2,"2025-04-01 19:20:08","2025-04-01 19:20:08"
